"problem_id","input","output"
"1269","['Red color', 'Orange#', 'Green', 'Orange @', ""White""],['#', 'color', '@']","['Red', '', 'Green', 'Orange', 'White']"
"1269","['Red &', 'Orange+', 'Green', 'Orange @', 'White'],['@']","['Red &', 'Orange+', 'Green', 'Orange', 'White']"
"1269","['Red &', 'Orange+', 'Green', 'Orange @', 'White'],['&', '+', '@']","['Red', '', 'Green', 'Orange', 'White']"
"1270","[1, 2, 3, 4, 5, 6], 6, 6","21"
"1270","[3, 5, 10, 15, 17, 12, 9], 7, 4","62"
"1270","[5, 15, 10, 300], 4, 12","25"
"1271","[1,2,3,4,5]","[1, 2, 3, 4, 5]"
"1271","[1,2,3,2,3,4,5]","[1, 4, 5]"
"1271","[1,2,3,2,4,5]","[1, 3, 4, 5]"
"1272","[10, 20, 30, 40, 20, 50, 60, 40]","720000000"
"1272","[7, 8, 9, 0, 1, 1]","0"
"1272","[1, 2, 3, 1,]","6"
"1273","10,5","942.45"
"1273","4,10","351.848"
"1273","4,5","226.18800000000002"
"1274","2,3,1,10","5"
"1274","5,10,4,20","16"
"1274","3,6,4,20","11"
"1275","[1,2,1],[1,2,1],3,3","True"
"1275","[1,4,3,5],[1,2],4,2","False"
"1275","[1,0,2,2],[2,2,0],4,3","False"
"1276","30","0"
"1276","21","0"
"1276","4","4"
"1277","[1,2,3,4,5,6,7],[10,20,30,40,50,60,70],[100,200,300,400,500,600,700]","[1, 10, 100, 2, 20, 200, 3, 30, 300, 4, 40, 400, 5, 50, 500, 6, 60, 600, 7, 70, 700]"
"1277","[10,20],[15,2],[5,10]","[10,15,5,20,2,10]"
"1277","[11,44], [10,15], [20,5]","[11,10,20,44,15,5]"
"1278","(1, 2, 3, 4), (7, 2, 3, 9)","(1, 4, 7, 9)"
"1278","(21, 11, 25, 26), (26, 34, 21, 36)","(34, 36, 11, 25)"
"1278","(3, 4, 5, 6), (5, 7, 4, 10)","(3, 6, 7, 10)"
"1279","(5, 6, (8, 7, (4, 8)), 7, 9)","(6, (8, (4, 8)))"
"1279","(4, 5, (7, 6, (2, 4)), 6, 8)","(4, (6, (2, 4)), 6, 8)"
"1279","(5, 6, (9, 8, (4, 6)), 8, 10)","(6, (8, (4, 6)), 8, 10)"
"1280","4,5","56"
"1280","1,2","5"
"1280","3,4","33"
"1281","{11}","False"
"1281","{10}","False"
"1281","{}","True"
"1282","9","4862"
"1282","10","16796"
"1282","7","429"
"1283","""Please handle the situation carefuly""","'28-36: carefuly'"
"1283","""Complete the task quickly""","'18-25: quickly'"
"1283","""Clearly, he has no excuse for such behavior.""","'0-7: Clearly'"
"1284","[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}, {'name': 'Item-3', 'price': 45.09}],2","[{'name': 'Item-2', 'price': 555.22},{'name': 'Item-1', 'price': 101.1}]"
"1284","[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}, {'name': 'Item-3', 'price': 45.09},{'name': 'Item-4', 'price': 22.75}],1","[{'name': 'Item-2', 'price': 555.22}]"
"1284","[{'name': 'Item-1', 'price': 101.1},{'name': 'Item-2', 'price': 555.22}],1","[{'name': 'Item-2', 'price': 555.22}]"
"1285","[1,2,3,4],4,1","[2,3,4,1]"
"1285","[0,1,2,3,4,5,6,7],8,3","[3,4,5,6,7,0,1,2]"
"1285","[12,10,5,6,52,36],6,2","[5,6,52,36,12,10]"
"1286","[2, 4, 5, 6, 2, 3, 4, 4, 7]","(2, 4, 5, 6, 2, 3, 4, 4, 7)"
"1286","[5, 10, 7, 4, 15, 3]","(5, 10, 7, 4, 15, 3)"
"1286","[58,44,56]","(58,44,56)"
"1287","[9,2,3]","7"
"1287","[1,2,3,4]","3"
"1287","[4,5,12]","8"
"1288","100,200","[100, 121, 144, 169, 196]"
"1288","1,30","[1, 4, 9, 16, 25]"
"1288","50,100","[64, 81, 100]"
"1289","4,7","((8.06225774829855, 1.0516502125483738), (-2+2.4492935982947064e-16j))"
"1289","15,17","((22.67156809750927, 0.8478169733934057), (-2+2.4492935982947064e-16j))"
"1289","3,4","((5.0, 0.9272952180016122), (-2+2.4492935982947064e-16j))"
"1290","[1, 2, 3]","[3, 2, 1]"
"1290","[12, 35, 9, 56, 24]","[24, 35, 9, 56, 12]"
"1290","[4, 5, 6]","[6, 5, 4]"
"1291","1","1"
"1291","3","15"
"1291","4","56"
"1292","""216.08.094.0196""","('216.8.94.196')"
"1292","""216.08.094.196""","('216.8.94.196')"
"1292","""12.01.024""","('12.1.24')"
"1293","[1,2,3,4,5,6,7,8,9,10]","1"
"1293","[1,5,7,9,10]","9"
"1293","[1,3,5,7,4,1,6,8]","3"
"1294","""111"",""000""","""Not Possible"""
"1294","""1101"",""1110""","1"
"1294","""111"",""110""","""Not Possible"""
"1295","(1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu"") ","sys.getsizeof((1, ""Raju"", 2, ""Nikhil"", 3, ""Deepanshu""))"
"1295","(""A"", 1, ""B"", 2, ""C"", 3) ","sys.getsizeof((""A"", 1, ""B"", 2, ""C"", 3))"
"1295","((1, ""Lion""), ( 2, ""Tiger""), (3, ""Fox""), (4, ""Wolf""))  ","sys.getsizeof(((1, ""Lion""), ( 2, ""Tiger""), (3, ""Fox""), (4, ""Wolf"")))"
"1296","[3, 4, 7, 8, 10], [2, 5, 9, 11], 5, 4, 6","8"
"1296","[2, 3, 6, 7, 9], [1, 4, 8, 10], 5, 4, 5","6"
"1296","[100, 112, 256, 349, 770], [72, 86, 113, 119, 265, 445, 892], 5, 7, 7","256"
"1297","153","True"
"1297","259","False"
"1297","4458","False"
"1298","20","(210, 10.5)"
"1298","10","(55, 5.5)"
"1298","15","(120, 8.0)"
"1299","2","True"
"1299","1","False"
"1299","3","False"
"1300","[Pair(1, 2), Pair(3, 4),Pair(5, 6), Pair(7, 8)], 4","4"
"1300","[Pair(5, 24), Pair(15, 25),Pair(27, 40), Pair(50, 60)], 4","3"
"1300","[Pair(19, 10), Pair(11, 12),Pair(13, 14), Pair(15, 16), Pair(31, 54)], 5","5"
"1301","""abc""","""None"""
"1301","""123123""","""1"""
"1301","""abcabc""","""a"""
"1302","25","[1, 2, 3, 5, 7, 11, 13, 17, 23, 25]"
"1302","45","[1, 2, 3, 5, 7, 11, 13, 17, 23, 25, 29, 37, 41, 43]"
"1302","10","[1, 2, 3, 5, 7]"
"1303","""java language""","(""language java"")"
"1303","""indian man""","(""man indian"")"
"1303","""python program""","(""program python"")"
"1304","7","True"
"1304","13","True"
"1304","-1010","False"
"1305","60","1.0471975511965976"
"1305","90","1.5707963267948966"
"1305","120","2.0943951023931953"
"1306","'Its been a very crazy procedure right', 'crazy'","('crazy', 16, 21)"
"1306","'Hardest choices required strongest will', 'will'","('will', 35, 39)"
"1306","'The quick brown fox jumps over the lazy dog.', 'fox'","('fox', 16, 19)"
"1307","3","5"
"1307","4","15"
"1307","2","2"
"1308","1,2,1","0"
"1308","11,10,9","9"
"1308","10,20,30","15"
"1309","[0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4],4","[0, 0, 1, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4]"
"1309","[10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10],5","[10,10,15,19, 18, 17, 26, 26, 17, 18, 10]"
"1309","[1,1,2,3,4,4,5,1],3","[1, 1, 3, 4, 4, 5, 1]"
"1310","[(6, 7, 8), (2, 4, 6), (9, 10, 20)], 1","10"
"1310","[(7, 8, 9), (3, 5, 7), (10, 11, 21)], 1","11"
"1310","[(5, 6, 7), (1, 3, 5), (8, 9, 19)], 2","19"
"1311","[[1, 2], [3, 4], [5, 6], [7, 8]]","[[1, 3, 5, 7], [2, 4, 6, 8]]"
"1311","[['x', 'y','z' ], ['a', 'b','c'], ['m', 'n','o']]","[['x', 'a', 'm'], ['y', 'b', 'n'],['z', 'c','o']]"
"1311","[['x', 'y'], ['a', 'b'], ['m', 'n']]","[['x', 'a', 'm'], ['y', 'b', 'n']]"
"1312","[('key1', [4, 5, 6]), ('key2', [2, 5, 3]), ('key3', [10, 4])]","[('key1', 6), ('key2', 5), ('key3', 10)]"
"1312","[('key1', [5, 6, 7]), ('key2', [3, 6, 4]), ('key3', [11, 5])]","[('key1', 7), ('key2', 6), ('key3', 11)]"
"1312","[('key1', [3, 4, 5]), ('key2', [1, 4, 2]), ('key3', [9, 3])]","[('key1', 5), ('key2', 4), ('key3', 9)]"
"1313","[(2, 4), (6, 7, 8), (3, 7)]","37"
"1313","[(3, 5), (7, 8, 9), (4, 8)]","44"
"1313","[(1, 3), (5, 6, 7), (2, 6)]","30"
"1314","((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3))","[25.5, -18.0, 3.75]"
"1314","((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4))","[30.5, 34.25, 27.0, 23.25]"
"1314"," ((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40))","[305.0, 342.5, 270.0, 232.5]"
"1315","(10, 4, 5, 6), (5, 6, 7, 5)","(0, 4, 5, 1)"
"1315","(12, 6, 7, 8), (7, 8, 9, 7)","(5, 6, 7, 1)"
"1315","(11, 5, 6, 7), (6, 7, 8, 6)","(5, 5, 6, 1)"
"1316","11,14,11","1"
"1316","3,4,0","0"
"1316","3,4,11","3.5"
"1317","[90,120],[50,70]","[1.8, 1.7142857142857142]"
"1317","[3,2],[1,4]","[3.0, 0.5]"
"1317","[4,5,6],[1, 2, 3]","[4.0,2.5,2.0]"
"1318","'Its11our12path13to14see15things16do17things'","'Itsourpathtoseethingsdothings11121314151617'"
"1318","'Avengers124Assemble'","'AvengersAssemble124'"
"1318","'I1love143you55three3000thousand'","'Iloveyouthreethousand1143553000'"
"1319","[18, 1, 3, 6, 13, 17], 6","4"
"1319","[10, 5, 3, 15, 20], 5","3"
"1319","[ 1, 3, 6, 13, 17, 18 ], 6","4"
"1320","[""Flutter"", ""451"", ""is"", ""44"", ""96"", ""Magnificent"", ""12""] , 33","['Flutter', '484', 'is', '77', '129', 'Magnificent', '45']"
"1320","[""Dart"", ""356"", ""is"", ""88"", ""169"", ""Super"", ""6""] , 12","['Dart', '368', 'is', '100', '181', 'Super', '18']"
"1320","[""MSM"", ""234"", ""is"", ""98"", ""123"", ""best"", ""4""] , 6","['MSM', '240', 'is', '104', '129', 'best', '10']"
"1321","[3, 6, 14, 23, 36, 42], [2, 18, 27, 39, 49, 55], 6","25.0"
"1321","[2, 4, 8, 9], [7, 13, 19, 28], 4","8.5"
"1321","[1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5","16.0"
"1322","[12,15],5","([248832, 759375])"
"1322","[10,20,30],3","([1000, 8000, 27000])"
"1322","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2","[1, 4, 9, 16, 25, 36, 49, 64, 81, 100]"
"1323","""Valid""","""VALID"""
"1323","""final""","""FINAL"""
"1323","""person""","""PERSON"""
"1324","[4,5,6]","[6,5,4]"
"1324","[1,2,3,4,4]","[4,2,3,4,1]"
"1324","[1,2,3]","[3,2,1]"
"1325","2","4"
"1325","-1","-1"
"1325","0","0"
"1326","[2,3,5,8,9],0,4","0"
"1326","[0,1,2,6,9],0,4","3"
"1326","[0,1,2,3],0,3","4"
"1327","""I love Coding""","'I%20love%20Coding'"
"1327","""I am a Programmer""","'I%20am%20a%20Programmer'"
"1327","""My Name is Dawood""","'My%20Name%20is%20Dawood'"
"1328","[8,12,15,19]","[8,12]"
"1328","[4,5,6,7,8,0,1]","[4,6,8,0]"
"1328","[1,2,3,4,5]","[2,4]"
"1329","(5, 6)","[[4, 5], [4, 6], [4, 7], [5, 5], [5, 6], [5, 7], [6, 5], [6, 6], [6, 7]]"
"1329","(4, 5)","[[3, 4], [3, 5], [3, 6], [4, 4], [4, 5], [4, 6], [5, 4], [5, 5], [5, 6]]"
"1329","(3, 4)","[[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5], [4, 3], [4, 4], [4, 5]]"
"1330","'Fast and Furious'","'Fast_and_Furious'"
"1330","'The Avengers'","'The_Avengers'"
"1330","'Jumanji The Jungle'","'Jumanji_The_Jungle'"
"1331","[0,1,0,1,1]","[1,1,1,0,0]"
"1331","[2,3,2,0,0,4,0,5,0]","[2,3,2,4,5,0,0,0,0]"
"1331","[1,0,2,0,3,4]","[1,2,3,4,0,0]"
"1332","[7,3],2","4"
"1332","[7,3,5],3","12"
"1332","[5,9,7,6],4","47"
"1333","4","5664"
"1333","3","1568"
"1333","2","272"
"1334"," [7, 1, 9, 5]","[1,5,7,9]"
"1334","[25, 35, 22, 85, 14, 65, 75, 25, 58]","[14, 22, 25, 25, 35, 58, 65, 75, 85]"
"1334","[1, 3, 5, 7, 9, 2, 4, 6, 8, 0]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
"1335","1,2,3","""No"""
"1335","2,-5,2","""Yes"""
"1335","2,0,2","""Yes"""
"1336","2000,5000","False"
"1336","100,100","True"
"1336","1500,1200","False"
"1337","10,100","116"
"1337","40,70","86"
"1337","120,35","40"
"1338","[""abcd"", ""Python"", ""abba"", ""aba""]","6"
"1338","[""php"", ""res"", ""Python"", ""abcd"", ""Java"", ""aaa""]","10"
"1338","['sally', 'Dylan', 'rebecca', 'Diana', 'Joanne', 'keith']","16"
"1339","[""alpha(num)""]","(""alpha"")"
"1339","[""string(.abc)""]","(""string"")"
"1339","[""python (chrome)""]","(""python"")"
"1340","18","1089"
"1340","15","750"
"1340","10","325"
"1341","[[(6, 7), (5, 4)], [(4, 4), (6, 8)], [(5, 4), (6, 7)]] ","{((4, 4), (6, 8)), ((5, 4), (6, 7))}"
"1341","[[(5, 6), (4, 3)], [(3, 3), (5, 7)], [(4, 3), (5, 6)]] ","{((4, 3), (5, 6)), ((3, 3), (5, 7))}"
"1341","[[(4, 5), (3, 2)], [(2, 2), (4, 6)], [(3, 2), (4, 5)]] ","{((2, 2), (4, 6)), ((3, 2), (4, 5))}"
"1342","""  lang  .""","('Not matched!')"
"1342","""xyzabc.""","('Found a match!')"
"1342","""pythonzabc.""","('Found a match!')"
"1343","[9, 8, 7, 6, 5],3","[7, 8, 9, 6, 5]"
"1343","[4, 5, 6, 7], 2","[5, 4, 6, 7]"
"1343","[1, 2, 3, 4, 5, 6],4","[4, 3, 2, 1, 5, 6]"
"1344","[(7, 8, 9), (3, 5, 7), (10, 11, 21)], 0","210"
"1344","[(6, 7, 8), (2, 4, 6), (9, 10, 20)], 1","280"
"1344","[(5, 6, 7), (1, 3, 5), (8, 9, 19)], 2","665"
"1345","1,1","1"
"1345","5,2","64"
"1345","2,1","8"
"1346","""ProgrammingLanguage""","['Programming','Language']"
"1346","""PythonProgram""","['Python','Program']"
"1346","""PythonProgramLanguage""","['Python','Program','Language']"
"1347","[25,35,45,55,75,95]","[35,25,55,45,95,75]"
"1347","[5,6,7,8,9,10]","[6,5,8,7,10,9]"
"1347","[0,1,2,3,4,5]","[1, 0, 3, 2, 5, 4]"
"1348","[1,0,1,2,5,6],4,5","11"
"1348","[1,2,3,4,5],1,2","5"
"1348","[2, 1, 5, 6, 8, 3, 4, 9, 10, 11, 8, 12],8,10","29"
"1349","[8,9],[4,5,6],2,3","False"
"1349","[1,1,1],[2,2,2],3,3","False"
"1349","[1,2,3],[3,2,1],3,3","True"
"1350","(7, 8, 9, 10), (10, 8)","True"
"1350","(1, 2, 3, 4), (5, 6)","False"
"1350","(10, 4, 5, 6), (5, 10)","True"
"1351","[[(6, 7), (9, 10)], [(12, 15), (20, 21)], [(23, 7), (15, 8)]]","'[(6, 9, 12, 20, 23, 15), (7, 10, 15, 21, 7, 8)]'"
"1351","[[(5, 6), (8, 9)], [(11, 14), (19, 18)], [(1, 5), (11, 2)]]","'[(5, 8, 11, 19, 1, 11), (6, 9, 14, 18, 5, 2)]'"
"1351","[[(4, 5), (7, 8)], [(10, 13), (18, 17)], [(0, 4), (10, 1)]]","'[(4, 7, 10, 18, 0, 10), (5, 8, 13, 17, 4, 1)]'"
"1352","[('yellow', 1), ('blue', 2), ('yellow', 3), ('blue', 4), ('red', 1)]","({'yellow': [1, 3], 'blue': [2, 4], 'red': [1]})"
"1352","[('yellow', 15), ('blue', 25), ('yellow', 35), ('blue', 45), ('red', 15)]","({'yellow': [15, 35], 'blue': [25, 45], 'red': [15]})"
"1352","[('yellow', 10), ('blue', 20), ('yellow', 30), ('blue', 40), ('red', 10)]","({'yellow': [10, 30], 'blue': [20, 40], 'red': [10]})"
"1353","4,2","12"
"1353","10,5","30"
"1353","10,20","60"
"1354","3","276"
"1354","4","1300"
"1354","2","33"
"1355","[4,1,8,7],[2,3,6,5],4","6"
"1355","[1,2,3],[4,5,6],3","9"
"1355","[3,2,1],[2,1,3],3","0"
"1356","7","5"
"1356","10","3"
"1356","5","1"
"1357","[1, 2, 3,2, 4, 5,1, 1, 1]","1"
"1357","[1, 3,5, 7,1, 3,13, 15, 17,5, 7,9,1, 11]","1"
"1357","[2,3,8,4,7,9,8,2,6,5,1,6,1,2,3,4,6,9,1,2]","2"
"1358","[10, 20, 30, 20, 20, 30, 40, 50, -20, 60, 60, -20, -20]","[20, 30, -20, 60]"
"1358","[1, 2, 3, 1, 2,]","[1, 2]"
"1358","[-1, 1, -1, 8]","[-1]"
"1359","3,5,7,9","(3,9)"
"1359","5,10,1,5","(1,10)"
"1359","1,5,2,8","(1,8)"
"1360","[3000, 2000, 1000, 3, 10], 5","5013"
"1360","[1, 2, 3, 4, 5, 6, 7, 8], 8","27"
"1360","[100, 1000, 100, 1000, 1], 5","2101"
"1361","{'n1': [25,37,41], 'n2': [41,54,63], 'n3': [29,38,93]}","{'n1': [25, 37, 41], 'n2': [41, 54, 63], 'n3': [29, 38, 93]}"
"1361","{'n1': [2, 3, 1], 'n2': [5, 1, 2], 'n3': [3, 2, 4]}","{'n1': [1, 2, 3], 'n2': [1, 2, 5], 'n3': [2, 3, 4]}"
"1361","{'n1': [58,44,56], 'n2': [91,34,58], 'n3': [100,200,300]}","{'n1': [44, 56, 58], 'n2': [34, 58, 91], 'n3': [100, 200, 300]}"
"1362","16, 11, 1","12"
"1362","15, 10, 5","15"
"1362","187, 10, 5","185"
"1363","4","3"
"1363","2","2"
"1363","100","51"
"1364","[2,3,4,1,5,0]","[3,4,1,5,0,2]"
"1364","[5,4,3,2,1]","[4,3,2,1,5]"
"1364","[1,2,3,4]","[2,3,4,1]"
"1365","""Python"",'o'","1"
"1365","""little"",'t'","2"
"1365","""assert"",'s'","2"
"1366","'valid','AaEeIiOoUu'","2"
"1366","'corner','AaEeIiOoUu'","2"
"1366","'true','AaEeIiOoUu'","2"
"1367","'Moon','o'","'Mon'"
"1367","'peep','e'","'pep'"
"1367","'Greek','e'","'Grek'"
"1368","""110.234.52.124""","'Valid IP address'"
"1368","""366.1.2.2""","'Invalid IP address'"
"1368","""192.168.0.1""","'Valid IP address'"
"1369","[1,2,3]","True"
"1369","[3,2,1]","False"
"1369","[-4,-3,-2,-1]","True"
"1370","11","15"
"1370","21","23"
"1370","15","15"
"1371","10,49,30","49"
"1371","10,20,30","30"
"1371","55,47,39","55"
"1372","[1,2,3]","123"
"1372","[7,8,9]","789"
"1372","[4,5,6]","456"
"1373","""Python Exercises Practice Solution Python""","(""Python Exercises Practice Solution"")"
"1373","""Python Exercises Practice Solution Practice""","(""Python Exercises Practice Solution"")"
"1373","""Python Exercises Practice Solution Exercises""","(""Python Exercises Practice Solution"")"
"1374","15,17,1,10","32"
"1374","10,15,5,30","20"
"1374","2,10,11,20","20"
"1375","'**//Google Firebase// - 478. '","'GoogleFirebase478'"
"1375","'****//Google Flutter//*** - 36. '","'GoogleFlutter36'"
"1375","'**//Google Android// - 12. '","'GoogleAndroid12'"
"1376","30,50,100","True"
"1376","45,75,60","True"
"1376","60,50,90","False"
"1377","""a b c""","""abc"""
"1377",""" b c""","""bc"""
"1377","""1 2 3""","""123"""
"1378","{'python':10, 'java': 20, 'C++':30},2","'C++'"
"1378","{'physics': 80, 'math': 90, 'chemistry': 86},0","'physics'"
"1378","{'program':15,'computer':45},1","'computer'"
"1379","[4,3,2,1]","False"
"1379","[1,2,3,4]","True"
"1379","[0,1,4,9]","True"
"1380","25","5"
"1380","31","31"
"1380","10","2"
"1381","[1,2],[3,4]","[3,8]"
"1381","[90,120],[50,70]","[4500,8400]"
"1381","[1, 2, 3],[4,5,6]","[4,10,18]"
"1382","24","False"
"1382","25","True"
"1382","17","True"
"1383","""abca"",'c'","2"
"1383","""abcac"",'a'","4"
"1383","""aba"",'a'","7"
"1384","20","77"
"1384","5","10"
"1384","10","17"
"1385","(7, 8, 8, 9, 4, 7, 6, 5, 4) ","'{7: 2, 8: 2, 9: 1, 4: 2, 6: 1, 5: 1}'"
"1385","(1, 4, 3, 1, 4, 5, 2, 6, 2, 7) ","'{1: 2, 4: 2, 3: 1, 5: 1, 2: 2, 6: 1, 7: 1}'"
"1385","(4, 5, 4, 5, 6, 6, 5, 5, 4) ","'{4: 3, 5: 4, 6: 2}'"
"1386","13,17","1"
"1386","9, 3","3"
"1386","12,14","2"
"1387","9,10","13.45362404707371"
"1387","7,9","11.40175425099138"
"1387","3,4","5.0"
"1388","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 11","10"
"1388","[1, 3, 6, 1, 0, 9], 6","3"
"1388","[1, 3, 5, 8, 9, 2, 6, 7, 6, 8, 9], 11","3"
"1389","[4, 5, 8, 9, 6, 10]","[20, 40, 72, 54, 60]"
"1389","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[2, 6, 12, 20, 30, 42, 56, 72, 90]"
"1389","[1, 1, 3, 4, 4, 5, 6, 7]","[1, 3, 12, 16, 20, 30, 42]"
"1390","[(7, 6), (3, 8), (3, 6), (9, 8), (10, 9), (4, 8)]","{6: [7, 3], 8: [3, 9, 4], 9: [10]}"
"1390","[(6, 5), (2, 7), (2, 5), (8, 7), (9, 8), (3, 7)]","{5: [6, 2], 7: [2, 8, 3], 8: [9]}"
"1390","[(8, 7), (4, 9), (4, 7), (10, 9), (11, 10), (5, 9)]","{7: [8, 4], 9: [4, 10, 5], 10: [11]}"
"1391","7","40"
"1391","2","2"
"1391","5","20"
"1392","'ChromeCast      Built-in'","'ChromeCast Built-in'"
"1392","'Google      Assistant'","'Google Assistant'"
"1392","'Quad      Core'","'Quad Core'"
"1393","{'msm' : [5, 6, 7, 8],'is' : [10, 11, 7, 5],'best' : [6, 12, 10, 8],'for' : [1, 2, 5]} ","[1, 2, 5, 6, 7, 8, 10, 11, 12]"
"1393","{'F' : [11, 13, 14, 17],'A' : [12, 11, 15, 18],'N' : [19, 21, 15, 36],'G' : [37, 36, 35]}","[11, 12, 13, 14, 15, 17, 18, 19, 21, 35, 36, 37]"
"1393","{'Built' : [7, 1, 9, 4],'for' : [11, 21, 36, 14, 9],'ISP' : [4, 1, 21, 39, 47],'TV' : [1, 32, 38]} ","[1, 4, 7, 9, 11, 14, 21, 32, 36, 38, 39, 47]"
"1394","(10, 4, 5), (13, 5, 18)","True"
"1394","(4, 5, 6), (5, 6, 7)","True"
"1394","(1, 2, 3), (2, 1, 4)","False"
"1395","[[1, 3], [5, 7], [9, 11]] ,[[2, 4], [6, 8], [10, 12, 14]] ","[[1, 3, 2, 4], [5, 7, 6, 8], [9, 11, 10, 12, 14]]"
"1395","[[1, 2], [3, 4], [5, 6]] ,[[7, 8], [9, 10], [11, 12]] ","[[1, 2, 7, 8], [3, 4, 9, 10], [5, 6, 11, 12]]"
"1395","[['a','b'],['c','d']] , [['e','f'],['g','h']] ","[['a','b','e','f'],['c','d','g','h']]"
"1396","[1, 2, 4, 8, 9]","3"
"1396","[1, 2, 3, 5, 7, 8, 9, 10]","3"
"1396","[10,15,14,13,-18,12,-20]","5"
"1397","{(7, 8) : 5, (4, 5) : 11, (10, 6): 12, (8, 6): 14} ","{(4, 5): 11, (8, 6): 14, (7, 8): 5, (10, 6): 12}"
"1397","{(5, 6) : 3, (2, 3) : 9, (8, 4): 10, (6, 4): 12} ","{(2, 3): 9, (6, 4): 12, (5, 6): 3, (8, 4): 10}"
"1397","{(6, 7) : 4, (3, 4) : 10, (9, 5): 11, (7, 5): 13} ","{(3, 4): 10, (7, 5): 13, (6, 7): 4, (9, 5): 11}"
"1398","""1110000"",""0001101""","3"
"1398","""1101"",""1110""","1"
"1398","""1111"",""0100""","""Not Possible"""
"1399","[7,8,9,15,17,19,45],15,20","3"
"1399","[10,20,30,40,40,40,70,80,99],40,100","6"
"1399","['a','b','c','d','e','f'],'a','e'","5"
"1400","[-7, 1, 5, 2, -4, 3, 0]","3"
"1400","[1, 2, 3, 4, 1, 2, 3]","3"
"1400","[1, 2, 3]","-1"
"1401","[1, 3, 4, 9, 10,11, 12, 17, 20], 9, 4","5"
"1401","[1, 2, 3 ,4, 5, 6], 6, 3","2"
"1401","[1, 5, 6, 2, 8], 5, 2","3"
"1402","{1: 10, 2: 20, 3: 30, 4: 40, 5: 50, 6: 60},5","True"
"1402","{1: 10, 2: 20, 3: 30, 4: 40, 5: 50, 6: 60},6","True"
"1402","{1: 10, 2: 20, 3: 30, 4: 40, 5: 50, 6: 60},10","False"
"1403","10","2.9289682539682538"
"1403","4","2.083333333333333"
"1403","7","2.5928571428571425"
"1404","[[""python""],[""java"",""C"",""C++""],[""DBMS""],[""SQL"",""HTML""]]","[['DBMS'], ['python'], ['SQL', 'HTML'], ['java', 'C', 'C++']]"
"1404","[[1], [2, 3], [4, 5, 6], [7], [10, 11]]","[[1], [7], [2, 3], [10, 11], [4, 5, 6]]"
"1404","[[2], [0], [1, 3], [0, 7], [9, 11], [13, 15, 17]]","[[0], [2], [0, 7], [1, 3], [9, 11], [13, 15, 17]]"
"1405","[1, 2, 3, 4, 5, 6], 6, [1, 2, 4], 3","True"
"1405","[11, 1, 13, 21, 3, 7], 6, [11, 3, 7, 1], 4","True"
"1405","[10, 5, 2, 23, 19], 5, [19, 5, 3], 3","False"
"1406","2","2"
"1406","16","33"
"1406","14","28"
"1407","'python program'","['python','program']"
"1407","'Hadoop Training'","['Hadoop','Training']"
"1407","'Data Analysis'","['Data','Analysis']"
"1408","[(3, 4), (1, 2), (2, 4), (8, 2), (7, 2), (8, 1), (9, 1), (8, 4), (10, 4)] ","'{4: 4, 2: 3, 1: 2}'"
"1408","[(4, 5), (2, 3), (3, 5), (9, 3), (8, 3), (9, 2), (10, 2), (9, 5), (11, 5)] ","'{5: 4, 3: 3, 2: 2}'"
"1408","[(6, 5), (3, 4), (2, 6), (11, 1), (8, 22), (8, 11), (4, 3), (14, 3), (11, 6)] ","'{5: 1, 4: 1, 6: 2, 1: 1, 22: 1, 11: 1, 3: 2}'"
"1409","(10, 4, 5, 6, 7)","(10, 7)"
"1409","(1, 2, 3, 4, 5)","(1, 5)"
"1409","(6, 7, 8, 9, 10)","(6, 10)"
"1410","1212","False"
"1410","2841","True"
"1410","1234","False"
"1411","[[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]","[[10, 20], [30, 56, 25], [33], [40]]"
"1411","[""a"", ""b"", ""a"", ""c"", ""c""] ","[""a"", ""b"", ""c""]"
"1411","[1, 3, 5, 6, 3, 5, 6, 1] ","[1, 3, 5, 6]"
"1412","(True, True, True, True) ","True"
"1412","(True, False, True, True) ","False"
"1412","(True, True, True, True) ","True"
"1413","4","1"
"1413","24","3"
"1413","12","2"
"1414","""4, 6, 9, 11, 13, 14""","(4, 6, 9, 11, 13, 14)"
"1414","""1, 2, 3, 4, 5""","(1, 2, 3, 4, 5)"
